datetime,BTC/EUR,USD/EUR,MCD,BTC/EUR_returns,USD/EUR_returns,MCD_returns,BTC/EUR_value,USD/EUR_value,MCD_value,Portfolio_Return,Portfolio_Value
2023-01-26,21130.73047,0.91834998,274.72,-0.00039452264820116767,0.0024013644840266135,0.006300366300366456,40111.28208483631,29109.30255164034,31179.208987977494,0.0027690693787306335,33466.59787481805
2023-01-27,21241.91992,0.92000002,272.45999,0.005261978527333122,0.0017967441998529843,-0.008226594350611571,40322.34678987052,29161.60452216176,30922.71028346046,-0.0003892905411418215,33468.88719849758
2023-01-30,21050.060547,0.92199999,270.89001,-0.009032110737756671,0.0021738803875241963,-0.0057622405403450205,39958.150888458185,29224.99836230123,30744.52618864776,-0.004206823630192498,33309.225146469056
2023-01-31,21298.91016,0.92044997,267.39999,0.011821800343251976,-0.0016811496928541558,-0.012883531585384134,40430.52817034707,29175.86676528078,30348.428114418643,-0.0009142936449954373,33318.2743500155
2023-02-01,21542.21094,0.9109,266.26999,0.011423156310454319,-0.010375327623727282,-0.004225878991244492,40892.37241335117,28873.157588884784,30220.179329632632,-0.0010593501015058182,33328.56977728953
2023-02-02,21500.89062,0.91675001,263.20999,-0.0019181095252984726,0.006422230760785963,-0.011492094922150309,40813.93636431307,29058.58766971314,29872.88616021209,-0.0023293245622209393,33248.4700647461
2023-02-03,21706.53906,0.92549998,264.23001,0.009564647513192304,0.009544554027329566,0.00387530883611209,41204.30727926358,29335.938929684613,29988.652819908933,0.007661503458877986,33509.63300961904
2023-02-06,21212.60938,0.93245,267.92001,-0.022754879469025657,0.0075094761212204375,0.013965105628993557,40266.70823351924,29556.23646257066,30407.447524210173,-0.0004267659062705551,33410.13074010002
2023-02-07,21658.34961,0.93285,267.34,0.0210129844006961,0.00042897742506298187,-0.002164862564763337,41112.831945497564,29568.915420782923,30341.619579375,0.006425699753665247,33674.455648551826
2023-02-08,21429.36914,0.93239999,262.82001,-0.010572387745291456,-0.00048240338746852185,-0.0169072716391111,40678.17114486276,29554.651275820168,29828.625575175938,-0.009320687590623692,33353.81599861962
2023-02-09,20299.33984,0.93134999,260.66,-0.05273273760965225,-0.0011261261382038423,-0.008218590357712885,38533.099819440176,29521.369010512968,29583.476320639973,-0.020692484701856324,32545.98171686437
2023-02-10,20264.11914,0.93695003,262.42001,-0.001735066276913999,0.0060128201644154,0.0067521292104655295,38466.24233739851,29698.875693380527,29783.227775251686,0.00367662769932231,32649.448602010238
2023-02-13,20307.41016,0.9332,266.20001,0.0021363386042547727,-0.004002379934818889,0.014404389360399783,38548.419255864515,29580.00950921866,30212.236984535884,0.004179449343278555,32780.22191653968
2023-02-14,20689.86914,0.93115002,266.60999,0.018833469013854742,-0.002196720960137122,0.0015401201525122588,39274.419715452925,29515.0304823287,30258.76745956824,0.006058956068743292,33016.07255244995
2023-02-15,22737.23047,0.93620002,266.56,0.09895477424948074,0.005423401054107213,-0.00018750235128095483,43160.811052174926,29675.102329758574,30253.093869522712,0.03473022431743566,34363.00241715207
2023-02-16,22057.7207,0.93545002,265.82999,-0.0298853358986072,-0.0008011108566308156,-0.0027386329531812192,41870.935716224354,29651.329283110572,30170.241749715955,-0.011141693236139746,33897.502249683625
2023-02-17,22970.19922,0.93484998,269.98999,0.04136776108512419,-0.0006414452799947679,0.015649099636952046,43603.04258134372,29632.309577896347,30642.378868928186,0.018791805147360487,34625.910342722746
2023-02-21,22952.4707,0.93905002,268.54999,-0.0007718052346955551,0.004492742247264259,-0.005333531069059205,43569.38952483078,29765.439907020973,30478.946789200872,-0.0005375313521635006,34604.59207368421
2023-02-22,22807.38086,0.94330001,268.64001,-0.006321316859365433,0.004525839848232849,0.00033520760883298806,43293.973608275206,29900.15352105235,30489.16356407383,-0.0004867564674331988,34561.09689780046
2023-02-23,22595.24023,0.94384998,266.78,-0.009301402528514746,0.000583027662641511,-0.00692380111212787,42891.278932685746,29917.586137672355,30278.062659481046,-0.005214058659333701,34362.30924327971
2023-02-24,21997.16992,0.94779998,263.67999,-0.026468862641519264,0.004184987109921767,-0.011620098957942915,41755.99556209741,30042.79085001849,29926.228575123085,-0.011301324829846804,33908.338329079656
2023-02-27,22154.16016,0.94265002,264.78,0.007136838082850927,-0.005433593699801564,0.004171761383941153,42054.00134141233,29879.550530931374,30051.07365985978,0.0019583352556635045,33994.87517740116
2023-02-28,21865.13086,0.94489998,263.91,-0.013046276541859192,0.002386845544224414,-0.0032857466576023953,41505.35321022056,29950.868402979555,29952.333445024535,-0.004648392551745723,33802.85168607488
2023-03-01,22154.38086,0.93835002,262.72,0.013228825468826866,-0.00693190828514989,-0.004509112955174088,42054.42028386057,29743.251730149506,29817.274990249876,0.0005959347428342956,33871.64900141999
2023-03-02,22143.23047,0.94419998,267.57001,-0.0005033040675099798,0.00623430476401543,0.018460756699147263,42033.254123074934,29928.68022610809,30367.724449276455,0.008063919131884237,34109.88626615316
2023-03-03,21016.5,0.94019997,269.070007,-0.050883743974327045,-0.004236401275924728,0.005605998220801878,39894.44478186856,29801.890327011464,30537.9658585089,-0.016504715676483296,33411.4336557963
2023-03-06,20965.0097656,0.93674999,270.64001,-0.002449990930935231,-0.003669410880751234,0.0058349238456743,39796.70375395829,29692.534946378575,30716.152563695097,-9.482598867072123e-05,33401.79708801065
2023-03-07,21032.60938,0.94779998,267.13,0.003224401760638429,0.011796093000225216,-0.01296929452522566,39925.02431561015,30042.79085001849,30317.78573441477,0.0006837334118793281,33428.5336333478
2023-03-08,20577.28906,0.94819999,265.32999,-0.021648303915774214,0.0004220405237822522,-0.0067383296522292024,39060.715255381154,30055.470125204713,30113.494499810633,-0.009321531014740389,33076.55996013217
2023-03-09,19256.85938,0.94555002,261.63,-0.06416927303445275,-0.0027947374266477087,-0.013944861641912443,36554.217553237584,29971.47297797031,29693.565985456284,-0.02696962403433763,32073.085505554725
2023-03-10,18969.92969,0.93949997,262.029999,-0.01490012905728555,-0.006398445213929627,0.0015288728356839254,36009.55499410625,29779.702150139994,29738.963671886035,-0.006589900478510416,31842.740272044095
2023-03-13,22289.2793,0.93204999,263.079987,0.17497954205648925,-0.007929728832242522,0.004007128969992557,42310.49043663292,29543.557187384435,29858.131534753207,0.057018980731413094,33904.05971959019
2023-03-14,23003.55078,0.93094999,265.89999,0.0320455170571623,-0.0011801942082526606,0.010719184808230864,43666.35197961695,29508.690052300703,30178.1863647027,0.013861502552380167,34451.076132206785
2023-03-15,23004.42969,0.94524997,266.34,3.820757970829369e-05,0.015360631777868061,0.0016547950979612924,43668.02036524077,29961.96217444133,30228.12507956437,0.005684544818512549,34619.36920641549
2023-03-16,23599.31055,0.94225001,270.57001,0.025859404819698284,-0.003173721338494251,0.015881992941353396,44797.249381540365,29866.87125574515,30708.207948708354,0.012855892140852476,35124.10952866462
2023-03-17,25684.57031,0.93795002,267.20001,0.08836104578487358,-0.004563534045491702,-0.012455186737066692,48755.58118517906,29730.57277193724,30325.731484346517,0.02378077500077173,36270.628480487605
2023-03-20,25928.64062,0.93255001,270.73999,0.009502604367298773,-0.005757247065254045,0.013248427647887917,49218.88618387953,29559.406519097683,30727.499743786168,0.005664594983310881,36501.930815587795
2023-03-21,26187.83984,0.92860001,270.20999,0.009996637455805146,-0.004235697772390745,-0.0019575977675110323,49710.9095450383,29434.201806751546,30667.34765888653,0.0012677806386344566,36604.15300355879
2023-03-22,25144.85938,0.92030001,267.87,-0.03982689929266037,-0.008938186421083572,-0.008659894476884422,47731.07815684152,29171.113423847008,30401.77166427464,-0.019141660063542783,35767.98774832105
2023-03-23,26171.19922,0.92245001,269.62,0.04081708410015361,0.002336194693728366,0.0065330197483854935,49679.321588160325,29239.262824237943,30600.387038943256,0.016562099514089157,36506.323817113844
2023-03-24,25576.80078,0.92949998,271.32999,-0.02271192982038661,0.007642658055800666,0.006342222387063279,48551.00832272561,29462.72851180728,30794.461498674442,-0.0029090164591742216,36269.39944440244
2023-03-27,25122.64062,0.92619997,273.84,-0.01775672273895712,-0.0035503066928522786,0.00925076509235101,47688.90152924217,29358.126789582122,31079.33382814413,-0.004018754779819463,36042.120715656136
2023-03-28,25165.71094,0.92189997,275.85001,0.0017144025841659971,-0.004642625933144795,0.007340089103125891,47770.659505259944,29221.827988800254,31307.458907708504,0.0014706219180490308,36099.9821339229
2023-03-29,26144.63086,0.92259997,277.44,0.038898957487588426,0.0007593014673816789,0.005763965714556285,49628.88835850911,29244.01616567172,31487.914027462415,0.015140741556508795,36786.939517214414
2023-03-30,25727.86914,0.91684997,277.79001,-0.015940623611466864,-0.006232386935802747,0.001261570069204243,48837.77292893061,29061.756141370384,31527.638237341136,-0.006970480159355122,36475.72243588071
2023-03-31,26261.46094,0.92205,279.60999,0.02073983652110578,0.0056716258604447845,0.006551639492003325,49850.660355531516,29226.58354905172,31734.19595710649,0.010987700624517961,36937.14662056324
2023-04-03,25510.41016,0.91724998,282.14001,-0.02859897176763848,-0.005205813133777992,0.00904838915090278,48424.98272742553,29074.435416556604,32021.339311517393,-0.008252131916837897,36506.91915183318
2023-04-04,25715.49023,0.91299999,282.28,0.008039073802175167,-0.004633404298357124,0.0004961720955491966,48814.27473744036,28939.721802525222,32037.227406545884,0.0013006138664557463,36597.07464883716
2023-04-05,25846.71094,0.91675001,282.019989,0.005102788584870899,0.0041073603954804305,-0.000921110245146517,49063.36366134933,29058.58766971314,32007.71758815562,0.002763012911734937,36709.88963973936
2023-04-06,25696.56055,0.91549999,282.89001,-0.005809264875076714,-0.0013635342092878089,0.0030849621797552906,48778.341586178336,29018.965291351895,32106.460186375374,-0.0013626123015364104,36634.589021301865
2023-04-10,27269.39062,0.92089999,283.78,0.06120780510448509,0.005898416230457837,0.0031460637298572625,51763.956811305135,29190.131227217495,32207.469156261835,0.023417428354933396,37720.51906492815
2023-04-11,27678.99023,0.91635001,284.48001,0.015020490032497946,-0.0049407971000194895,0.0024667347945592777,52541.476808632,29045.908711500873,32286.916441074274,0.0041821425756792445,37958.10065373572
2023-04-12,27200.68945,0.90985,285.29999,-0.017280282843612937,-0.007093370359651074,0.0028823817884426894,51633.5452283577,28839.87532357758,32379.979661029003,-0.007163757138273774,37617.800070988094
2023-04-13,27518.089844,0.90525001,289.070007,0.01166883635738114,-0.0050557674341924486,0.013214220582342007,52236.04861817886,28694.067621110466,32807.85585472159,0.006609096501843565,37912.657364670304
2023-04-14,27715.74023,0.90899998,288.98001,0.007182561984515612,0.004142468885473871,-0.0003113328876073185,52611.2372752051,28812.9319034286,32797.64169022213,0.003671232660794055,38073.93695628527
2023-04-17,26937.30078,0.91535002,289.31,-0.028086547338807888,0.006985742727959154,0.0011419128956360325,51133.5692689218,29014.21163294416,32835.093740214645,-0.006652963905070901,37660.95821402687
2023-04-18,27692.94922,0.91140002,290.91,0.0280521217092784,-0.004315289139339318,0.005530399917044182,52567.974377483406,28889.006920598025,33016.68493991166,0.009755744162327752,38157.8887459977
2023-04-19,26340.91992,0.9127,291.26999,-0.04882214925030648,0.0014263550268520664,0.0012374617579320457,50001.49288663962,28930.21290083998,33057.54182489849,-0.01538611082184079,37329.74920412603
2023-04-20,25762.63086,0.91165,291.0,-0.021954019136625424,-0.0011504327818560034,-0.0009269406710935568,48903.75915494649,28896.93063553278,33026.89944489462,-0.008010464196524996,36942.52974512463
2023-04-21,24816.43945,0.90995002,292.059998,-0.03672728205212494,-0.0018647287884604458,0.0036426048109965414,47107.65699905358,28843.04569707856,33147.20338770489,-0.011649802009862948,36365.96869461234
2023-04-24,24900.46094,0.90530002,293.20001,0.003385718977506169,-0.005110170776192802,0.0039033486537243256,47267.15028734114,28695.65280786095,33276.58847942301,0.0007262989516792309,36413.13052487503
2023-04-25,25793.61914,0.91119999,291.51001,0.035869143232012624,0.006517143344368925,-0.005763983432333419,48962.58247116684,28882.666490570024,33084.78277474304,0.012207434381349375,36976.6772454933
2023-04-26,25755.90039,0.90570003,289.76001,-0.001462328717628747,-0.0060359526562330235,-0.0060032243832724985,48890.983080729995,28708.33208304718,32886.16740007443,-0.004500501919044756,36828.494187950535
2023-04-27,26729.60938,0.90670002,294.72,0.037805278606297676,0.0011041072837327803,0.017117579475511402,50739.32031743278,28740.029161603892,33449.098984190176,0.018675655121847285,37642.81615440895
2023-04-28,26614.43945,0.90775001,295.75,-0.004308702321934144,0.0011580346055357627,0.0034948425624321544,50520.69969016769,28773.311109937134,33565.99831899513,0.00011472494867792449,37620.00303969999
2023-05-01,25618.74023,0.91125,297.57999,-0.03741199290973618,0.0038556760798051926,0.006187624683009263,48630.61963156423,28884.251677320513,33773.69211870359,-0.009122897382307243,37096.18780919611
2023-05-02,26043.089844,0.90915,298.070007,0.016564031259549417,-0.002304526748971192,0.0016466732188544775,49436.13873531272,28817.687146706114,33829.3063530173,0.0053020592431442335,37361.044078345374
2023-05-03,26210.0,0.90390003,295.22,0.006408999738502841,-0.005774591651542704,-0.009561535656286146,49752.974935539925,28651.276771091972,33505.8462340955,-0.002975709189775337,37303.365980242466
2023-05-04,26183.2207,0.90815002,295.16,-0.0010217207172834586,0.004701836330285314,-0.00020323826299029069,49702.141290301806,28785.990385123354,33499.03656410686,0.0011589591166705218,37329.056079844006
2023-05-05,26787.88086,0.90735,296.60001,0.023093421811167802,-0.0008809337470476741,0.004878743732212865,50849.933804037006,28760.631834750908,33662.46977877917,0.009030410598777665,37757.67847252236
2023-05-08,25179.33984,0.90859997,296.69,-0.06004734112439236,0.0013776051137930345,0.0003034052493795514,47796.53048275322,28800.252628242382,33672.68314881712,-0.019455443587073257,36756.48875327091
2023-05-09,25224.25977,0.91215003,296.66,0.0017839995125146224,0.0039071760039788295,-0.00010111564258985517,47881.79946983435,28912.780284219978,33669.27831382281,0.001863353291301199,36821.28602262571
2023-05-10,25148.080078,0.91049999,296.57001,-0.00302009623650501,-0.0018089568006700585,-0.0003033438953684575,47737.19182745842,28860.478313698557,33659.064943784855,-0.0017107989775145083,36752.24502831394
2023-05-11,24743.93945,0.91600001,294.79001,-0.01607043665943897,0.0060406590449275654,-0.0060019554910492046,46970.03430989575,29034.814623065136,33457.04473412192,-0.005343911035186869,36487.2978890276
2023-05-12,24687.25977,0.92164999,296.14001,-0.0022906489936468377,0.0061681003693438985,0.0045795310363470065,46862.44244807224,29213.904273865497,33610.26230886627,0.002818994137348022,36562.203010268
2023-05-15,25009.080078,0.91960001,295.89999,0.013035886161455457,-0.002224250010570694,-0.000810495008762957,47473.33591307307,29148.92524697554,33583.02135902173,0.0033337137140406013,36735.09417302344
2023-05-16,24882.17969,0.92056,294.14999,-0.0050741725646930025,0.0010439212587656233,-0.005914160389123402,47232.44801442849,29179.354429711027,33384.405984353114,-0.0033148038983502603,36598.73614283088
2023-05-17,25268.60938,0.92262,293.45999,0.015530379364445457,0.002237768314938604,-0.002345742048129873,47965.98585040402,29244.6510645042,33306.09477948378,0.005140801877084729,36838.910564797334
2023-05-18,24890.099609,0.9285,294.049988,-0.014979446051336276,0.006373154711582174,0.0020104887211369604,47247.48195305873,29431.031750224523,33373.05630738305,-0.0021986008728723805,36683.8566702221
2023-05-19,24884.11914,0.92537999,295.54999,-0.000240275012713842,-0.0033602692514808075,0.005101180279592388,47236.12956373176,29332.135559194885,33543.29828408801,0.0005002120051325794,36703.85446900488
2023-05-22,24828.2793,0.92487001,289.35001,-0.0022439950430168665,-0.0005511033364791196,-0.020977770968626963,47130.131923139445,29315.970521422158,32839.63465515207,-0.00792428978270765,36428.57903323789
2023-05-23,25276.25977,0.92846,286.37,0.01804315412224322,0.0038816157526828654,-0.010298980117539935,47980.5081572303,29429.763854403296,32501.41991077138,0.0038752632524620507,36637.23064080166
2023-05-24,24474.26953,0.93031001,285.92001,-0.03172899184047273,0.00199255756844674,-0.0015713587317107702,46458.135005407814,29488.404353108985,32450.348520801588,-0.010435931001245586,36132.2959597728
2023-05-25,24690.75977,0.93225002,285.51999,0.008845626208971336,0.0020853371232671947,-0.001399062625942027,46869.08630203158,29549.897617412436,32404.948450987344,0.0031773002354321673,36274.64412347712
2023-05-26,24908.17969,0.93229002,286.040009,0.008805720116566551,4.290694464126332e-05,0.0018213050511803885,47281.80235812647,29551.165513233664,32463.96774728437,0.003556644037462734,36432.3118728815
2023-05-30,25814.74023,0.93160999,284.92001,0.03639609763871898,-0.0007294189419726482,-0.003915532669417576,49002.67545328746,29529.610333350945,32336.854020990955,0.010583715342442918,36956.37993587645
2023-05-31,25456.75977,0.93553001,285.10999,-0.013867288874903294,0.004207790858919536,0.0006667836351683665,48323.141197133584,29653.86475777907,32358.415706064978,-0.002997571460271797,36778.47388699254
2023-06-01,24932.18945,0.92914999,287.87,-0.020606327150016535,-0.006819685025390099,0.009680509616657229,47327.37874070901,29451.6347403455,32671.66166048733,-0.005915167519583135,36483.55838051395
2023-06-02,25453.75,0.93395001,289.91,0.020919163599568913,0.0051660335270520275,0.007086532115190947,48317.42791932467,29603.782872840617,32903.19044010103,0.011057243080603962,36941.4670774221
2023-06-05,24053.68945,0.93330002,288.42999,-0.05500409762805081,-0.0006959580202798854,-0.005105067089786641,45659.77139691383,29583.179882719636,32735.21744543629,-0.02026837424603911,35992.72290835658
2023-06-06,25444.91992,0.93524998,284.54001,0.05783854792388188,0.0020893174308513895,-0.013486739017672833,48300.66627304772,29644.988536108616,32293.72611106292,0.015480375445686811,36746.46030673975
2023-06-07,24604.25977,0.93469,281.89999,-0.03303842781360966,-0.0005987490103982473,-0.009278203089962633,46704.88819703638,29627.238628559353,31994.098361672848,-0.01430512663799018,36108.741729089525
2023-06-08,24583.34961,0.92738998,285.78,-0.000849859341246928,-0.007810097465469901,0.013763781971045663,46665.19561152024,29395.84700723757,32434.458155883105,0.0017012750547762776,36165.16692488031
2023-06-09,24635.28906,0.93033999,286.79001,0.0021127897875587998,0.0031809811013916445,0.0035342221289105247,46763.7893602427,29489.354641026996,32549.088735636844,0.0029426643392869893,36267.41091230218
2023-06-12,24065.26953,0.92953998,288.57001,-0.023138333331981564,-0.000859911439472727,0.006206631813988395,45681.75321415883,29463.99640762851,32751.108945299777,-0.005930537652488632,35965.61952236237
2023-06-13,24024.43945,0.92650998,288.54999,-0.0016966392148278775,-0.00325967689953488,-6.937657866823432e-05,45604.2477602536,29367.953299170582,32748.836785413565,-0.0016752308976769972,35907.01261494592
2023-06-14,23181.14062,0.92324001,288.44,-0.03510170681630631,-0.0035293413676990015,-0.00038118178413382164,44003.46082579498,29264.30376670717,32736.353525379396,-0.013004076656046377,35334.706039293844
2023-06-15,23369.83008,0.91360998,292.60999,0.008139783244194954,-0.01043068963183258,0.014457044792677731,44361.63945891137,28959.05689682498,33209.62445464474,0.004055379468346701,35510.106936793694
2023-06-16,24063.099609,0.91396999,293.70001,0.029665150607719015,0.00039405217530563696,0.0037251633138022378,45677.634174665305,28970.468276189975,33333.33572932833,0.011261455365608962,35993.81272672787
2023-06-20,25919.83008,0.91588002,293.040009,0.07716090201054349,0.0020898169752816553,-0.0022471943395576677,49202.161629290116,29031.011252575416,33258.42924595881,0.025667841548755826,37163.867375941445
2023-06-21,27273.94922,0.91022998,294.51999,0.05224259325082725,-0.006168973966699243,0.005050440057828398,51772.610146350584,28851.91969993132,33426.39894928305,0.01704135311398547,38016.976265188314
2023-06-22,27274.38086,0.91275001,293.29999,1.5826090916215563e-05,0.002768564050153577,-0.004142333428708955,51773.42950438573,28931.79808759047,33287.93565951408,-0.0004526477625463876,37997.72108383009
2023-06-23,28151.11914,0.91797,289.91,0.03214512125867541,0.0057189700825091005,-0.011558097905151499,53437.692673781705,29097.258175286595,32903.19044010103,0.008768664478677671,38479.38042972311
2023-06-26,27735.33984,0.91698998,289.089996,-0.014769547808464067,-0.0010675948015730352,-0.0028284778034564084,52648.44211706227,29066.19409371863,32810.1244962783,-0.006221873471164503,38174.9202356864
2023-06-27,28006.83008,0.91237003,291.29999,0.009788603333010348,-0.005038168465046788,0.007644657478911743,53163.796833047156,28919.753711236728,33060.946659892805,0.004131697448958434,38381.499068058896
2023-06-28,27564.26953,0.91631001,291.73999,-0.015801879353566584,0.004318401383701653,0.0015104703573796119,52323.708929513814,29044.640815679646,33110.884239809486,-0.003324335870828439,38159.744661667646
2023-06-29,28009.4707,0.92049003,294.47,0.01615138647209413,0.004561796722050371,0.009357681817977914,53168.80937408776,29177.136562945743,33420.72535923753,0.010023621670707472,38588.89043209034
2023-06-30,27911.51953,0.91654998,298.41,-0.0034970732238792657,-0.004280383134622312,0.013379970794987539,52982.874154480094,29052.24723968514,33867.89368849142,0.0018675048121619868,38634.33836088555
2023-07-03,28531.84961,0.9163,294.84,0.022224876697710894,-0.0002727401728818135,-0.011963406052076131,54160.41199965375,29044.323524750384,33462.71832416745,0.0033295768242509825,38889.151282857194
2023-07-05,28110.0097656,0.92132998,296.89999,-0.014784875504606387,0.005489446687765964,0.006986806403473267,53359.65705096068,29203.76079032173,33696.51585883236,-0.0007695408044557182,38753.31123337159
2023-07-06,27487.34961,0.91807997,294.92001,-0.022150833841473316,-0.00352752007483792,-0.006668844953480857,52177.696153786856,29100.743937873103,33471.79901909731,-0.010782399623264029,38250.079703585754
2023-07-07,27681.55078,0.91159999,292.10001,0.007065110778426975,-0.007058186881040429,-0.00956191477139845,52546.337357276454,28895.345448782293,33151.744529631316,-0.003184996958003968,38197.809111896684
2023-07-10,27643.089844,0.90894997,294.48999,-0.0013894068401612003,-0.0029069987155221355,0.008182060657923262,52473.32911672683,28811.346716678112,33422.99411428873,0.0012952183674133089,38235.88998256456
2023-07-11,27805.85938,0.90836,294.73999,0.005888254059823739,-0.0006490676269014228,0.0008489252894470223,52782.305409930865,28792.646204236884,33451.36773924139,0.0020293705741231127,38342.10645113638
2023-07-12,27296.53906,0.89840001,295.60999,-0.018317014160200484,-0.010964804702981112,0.0029517541884966914,51815.49117432914,28476.940461725393,33550.10795407664,-0.008776688224894967,37947.51319671039
2023-07-13,28034.64062,0.89077502,295.22,0.02704011517275484,-0.008487299549340022,-0.0013192720584306317,53216.588023415854,28235.248137778013,33505.8462340955,0.0057445145216613955,38319.227465096454
2023-07-14,27055.0097656,0.89056998,294.94,-0.03494358524792818,-0.00023018157828447183,-0.0009484452272882082,51357.00964321575,28228.748903798405,33474.06777414852,-0.012040737351166952,37686.60877372089
2023-07-17,26826.98047,0.88985503,294.67999,-0.008428357541749532,-0.000802800471670917,-0.0008815691327049846,50924.15440366765,28206.08685086375,33444.55806925275,-0.0033709090487084774,37524.933107928046
2023-07-18,26619.44922,0.89060003,293.82001,-0.0077359153495518695,0.0008372150236650722,-0.002918352209798636,50530.20945595337,28229.7014105341,33346.95506930561,-0.0032723508452284777,37368.95531193102
2023-07-19,26712.019531,0.89269501,294.13,0.003477544190901405,0.002352324196530642,0.0010550336581909292,50705.93049231195,28296.106820222936,33382.1372293019,0.002294967348540992,37461.39151394559
2023-07-20,26764.30078,0.89851499,297.13,0.0019572181331826144,0.006519561479345626,0.01019957161799212,50805.173058931396,28480.58502826351,33722.620728733804,0.006225450410173453,37669.45960530957
2023-07-21,26884.38086,0.89881998,295.60999,0.004486576390956287,0.00033943785400847304,-0.005115639619022061,51033.114348916046,28490.252416926407,33550.10795407664,-9.654179135243357e-05,37691.158239973025
2023-07-24,26384.28906,0.903795,295.31,-0.018601573999573295,0.0055350571979941865,-0.0010148168537875701,50083.818095926,28647.947593639386,33516.06073907845,-0.004693777885122227,37415.94214288127
2023-07-25,26453.25,0.90450001,292.35999,0.002613712268053847,0.0007800552116354886,-0.00998953641935596,50214.72278571429,28670.294574462467,33181.25082969208,-0.0021985896465555417,37355.42272995628
2023-07-26,26496.66016,0.90205002,291.75,0.0016410142421063867,-0.0027086677423032723,-0.0020864346041330473,50297.12586096908,28592.636272386288,33112.02031975259,-0.001051362701443311,37333.92748436931
2023-07-27,26587.86914,0.91101497,295.19,0.0034422821385500235,0.009938417827428214,0.011790916880891178,50470.2627589407,28876.80183844894,33502.441399101175,0.008390538948956472,37616.50199883027
2023-07-28,26593.56055,0.90771002,294.029999,0.00021406040363869394,-0.0036277669509645616,-0.003929675802025856,50481.06644375862,28772.04353108986,33370.78766582634,-0.0024477941164505745,37541.299213558275
2023-07-31,26565.5,0.909325,293.20001,-0.0010551633335160737,0.001779180536092495,-0.0028228038051313353,50427.800673410384,28823.23419092398,33276.58847942301,-0.0006995955341849713,37509.20778125246
2023-08-01,26946.099609,0.91035002,291.070007,0.014326837778321444,0.001127231737827472,-0.007264675741314064,51150.271593175865,28855.724655290822,33034.84485434286,0.0027297979249449504,37680.280367603176
2023-08-02,26637.51953,0.91420001,289.62,-0.011451753072898696,0.004229131559748911,-0.004981643471084207,50564.51131327911,28977.759311109934,32870.27703515594,-0.004068088328077997,37470.84921984833
